source,title,url,summary,tags,published
Business of Fashion,Luxury Jeweller Fabergé Sold to Tech Investor in $50 Million Deal,https://www.businessoffashion.com/news/luxury/luxury-jeweller-faberge-sold-to-tech-investor-in-50m-deal/,"The renowned jeweller known for its imperial Russian Easter eggs, has been sold to technology investor Sergei Mosunov’s SMG Capital for $50 million, as its parent company Gemfields seeks to fund its mining operations.",[],2025-08-11T13:55:16
Business of Fashion,Mexico Wants Adidas to Pay Up After Indigenous-Inspired Collaboration with Willy Chavarria,https://www.businessoffashion.com/news/retail/mexico-adidas-willy-chavarri-oaxaca-slip-on-legal-action/,"Mexico is pursuing possible legal action against Adidas after Chavarria released the 'Oaxaca Slip On,' which allegedly copies the traditional, Indigenous huarache sandal without credit or benefit to local artisans.",[],2025-08-11T10:34:49
Business of Fashion,Worldview | Small Indian Apparel Exporters Face ‘Death Knell’ From US Tariffs,https://www.businessoffashion.com/articles/global-markets/worldview-small-indian-apparel-exporters-face-death-knell-from-us-tariffs/,"This week’s round-up of global markets fashion business news also features Bluestone’s IPO, LPP’s big Uzbekistan push and a reprieve for Lesotho garment factories.",[],2025-08-12T10:25:21
Business of Fashion,"Swiss Sneaker Brand On Lifts Sales Forecast as Europe, Asia Fuel Demand",https://www.businessoffashion.com/news/sports/swiss-sneaker-brand-on-lifts-sales-forecast-as-europe-asia-fuel-demand/,On raised its sales and earnings outlooks for the year after an unexpectedly strong second quarter that saw buyers in Europe and Asia snap up the Swiss sneaker maker’s high-priced footwear.,[],2025-08-12T09:50:38
Business of Fashion,"Natura Swings Back to Profit, Looks to Sell Avon International",https://www.businessoffashion.com/news/beauty/natura-swings-back-to-profit-looks-to-sell-avon-international/,"Net profit for the three months through the end of June landed at $35.8 million, reversing the $157 million real net loss it logged from the same period last year.",[],2025-08-12T09:16:31
Business of Fashion,"Trump Extends China Truce for 90 Days, Averting Tariff Hike",https://www.businessoffashion.com/news/china/trump-extends-china-truce-for-90-days-averting-tariff-hike/,"Had the truce not been extended through Nov. 10, US tariffs on Chinese goods would have jumped to at least 54% starting on August 12.",[],2025-08-12T08:57:28
Business of Fashion,Amplifying Heritage and Creativity at Afro Fashion Association,https://www.businessoffashion.com/articles/entrepreneurship/how-afro-fashion-association-empowers-bipoc-designers-to-weave-heritage-into-design-dei/,"The Milanese talent incubator supports underrepresented BIPOC fashion entrepreneurs across Europe, Asia and Africa. BoF sits down with five designers from the programme to explore how they pay homage to their heritage through design.",[],2025-08-12T04:00:00
Business of Fashion,How I Became… Reformation’s Chief Sustainability Officer,https://www.businessoffashion.com/articles/workplace-talent/careers-job-advice-kathleen-talbot-reformation-chief-sustainability-officer/,"Kathleen Talbot began her career researching food systems and teaching sustainability, before rising  to the C-suite at Reformation by prioritising mission over industry. Now, she shares her career advice.",[],2025-08-08T05:00:00
Business of Fashion,Beauty Chases Its New Rocket Ships,https://www.businessoffashion.com/articles/beauty/beauty-earnings-fragrance-slowdown/,"As companies lower their forecasts, brace for tariffs and undertake layoffs, the industry is realising its tried-and-true categories and markets will need reinforcements.",[],2025-08-11T04:00:00
Business of Fashion,Nike Alum Maggie Gauger Is Athleta’s New CEO,https://www.businessoffashion.com/news/retail/nike-alum-maggie-gauger-is-athletas-new-ceo/,"Chris Blakeslee will step down after two years in the role, amid continued efforts to revive the Gap Inc.-owned activewear brand.",[],2025-07-29T15:28:10
Business of Fashion,"L’Oréal Sales Increase 2.4%, Missing Expectations",https://www.businessoffashion.com/news/beauty/loreal-sales-increase-24-missing-expectations/,The world’s biggest beauty company narrowly missed analyst expectations as travel retail and slower growth in Europe weighed on earnings.,[],2025-07-29T16:46:37
Business of Fashion,Ozempic Maker Novo Nordisk’s Market Value Drops $93 Billion,https://www.businessoffashion.com/news/beauty/novo-nordisk-stock-drop-july-2025/,"The Danish company, which manufactures Ozempic and Wegovy, announced a new CEO and a slash to its 2025 growth outlook, triggering a stock price plunge.",[],2025-07-29T18:18:58
Business of Fashion,The Victoria’s Secret Fashion Show Will Return in 2025,https://www.businessoffashion.com/news/retail/victorias-secret-fashion-show-2025/,The lingerie giant used an Instagram teaser to announce that its glitzy fashion show will be back on the runway for the second year in a row following a hiatus.,[],2025-07-29T20:45:26
Business of Fashion,Zegna Posts 2.6% Revenue Drop,https://www.businessoffashion.com/news/luxury/zegna-group-earnings-revenue-drop-thom-browne/,"The group saw sales in its wholesale channel sink, especially at its smaller Thom Browne brand, as well as weakness in the Chinese market.",[],2025-07-30T12:42:28
WWD,Coty Shares Drop as Much as 17 Percent After Wider-than-expected Q4 Loss,https://wwd.com/beauty-industry-news/beauty-features/coty-stock-drop-after-market-trading-wider-expected-q4-loss-1238062226/,"The beauty company, which holds many licenses including for fashion houses Burberry, Gucci and Hugo Boss, reported a net loss of $72.1 million.","['Beauty Features', 'Coty Inc.', 'Earnings', 'fragrance', 'skincare']",2025-08-20T21:42:39
WWD,"Kimara Ahnert, Makeup Artist and Entrepreneur, Dies at 56",https://wwd.com/beauty-industry-news/beauty-features/kimara-ahnert-makeup-artist-dead-56-1238060269/,The cause of death was ovarian cancer.,"['Beauty Features', 'makeup', 'Obituaries', 'retail']",2025-08-20T21:13:02
WWD,All the Beauty Retail Expansions of 2025,https://wwd.com/beauty-industry-news/beauty-features/beauty-wellness-retail-launch-expansions-1236850039/,An ongoing list of retail forays by beauty and wellness brands in 2025.,"['Beauty Features', 'beauty', 'hair care', 'makeup', 'retail', 'skincare']",2025-08-20T15:56:41
WWD,"Estée Lauder’s Sales Decline in Fourth Quarter, Tariffs to Impact Profitability by $100 Million Next Year",https://wwd.com/beauty-industry-news/beauty-features/estee-lauder-sales-decline-fourth-quarter-tariffs-1238059650/,"For 2026, however, the company is forecasting a return to sales growth.","['Beauty Features', 'beauty', 'Earnings', 'Estée Lauder']",2025-08-20T10:32:21
WWD,"Following Her Own Cancer Diagnosis, Beauty Veteran Carly Guerra Is Building a Breast Care Brand",https://wwd.com/beauty-industry-news/wellness/savoir-breast-care-brand-launch-1238058080/,Savoir launches direct-to-consumer next month with its Beauty Breast Serum.,"['Wellness', 'launch', 'launches', 'skincare']",2025-08-20T04:00:00
WWD,"Waldencast Delays Earnings Release, Initiates Strategic Review Following Novaestiq Acquisition",https://wwd.com/beauty-industry-news/beauty-features/waldencast-delays-earnings-strategic-review-novaestiq-1238057837/,Parent company of Milk Makeup and Obagi taps Lazard to explore strategic alternatives amid revenue growth and industry challenges.,"['Beauty Features', 'beauty', 'cosmetics', 'Earnings', 'skincare']",2025-08-19T18:39:21
WWD,Color Me Beautiful: Louis Vuitton Launches La Beauté,https://wwd.com/beauty-industry-news/color-cosmetics/louis-vuitton-launches-la-beaute-makeup-pat-mcgrath-1238038407/,"The campaign for the brand's first color cosmetics collection, debuting in China on Wednesday, will feature Hoyeon.","['Color Cosmetics', 'Louis Vuitton', 'makeup', 'WWDBeautyInc']",2025-08-19T05:00:00
WWD,Gisou Names Rosie Huntington-Whiteley Global Brand Ambassador,https://wwd.com/beauty-industry-news/hair/gisou-names-rosie-huntington-whiteley-brand-ambassador-1238056410/,"She will front the Honey Milk 5-in-1 Styling Cream, marking Gisou’s move into styling.","['Hair', 'hair', 'rosie huntington-whiteley', 'WWDBeautyInc']",2025-08-19T05:00:00
WWD,Beauty Sales for the First Half Hit $50.6 Billion in the U.S.,https://wwd.com/beauty-industry-news/beauty-features/u-s-beauty-sales-50-6-billion-first-half-2025-circana-1238056422/,"Though mass market growth outpaced prestige, Circana still has an optimistic outlook for the rest of the year.","['Beauty Features', 'fragrance', 'hair care', 'iri', 'makeup', 'skincare', 'The NPD Group']",2025-08-19T04:01:00
WWD,EXCLUSIVE: Tracee Ellis Ross Unveils Pattern Body,https://wwd.com/beauty-industry-news/body-care/tracee-ellis-ross-pattern-body-launch-1238057315/,Pattern Body debuts with five hydration-focused products designed to extend Pattern Beauty’s signature care from hair to skin.,"['Body Care', 'beauty', 'Los Angeles']",2025-08-19T04:01:00
Glossy,"Inside Estée Lauder’s $14 billion reset: AI, brand trouble and a travel retail retreat",https://www.glossy.co/beauty/inside-estee-lauders-14-billion-reset-ai-brand-trouble-and-a-travel-retail-retreat/?utm_campaign=glossydis&utm_medium=rss&utm_source=general-rss,"Estée Lauder’s $14 billion turnaround is underway, driven by AI, e-commerce expansion and a strategic brand reset. Here’s what’s working — and what’s still at risk.",['Beauty'],2025-08-21T04:06:00
Glossy,Fashion Briefing: How Mack Weldon turned a line of cotton sweats into its biggest customer acquisition tool,https://www.glossy.co/fashion/fashion-briefing-how-mack-weldon-turned-a-line-of-cotton-sweatpants-and-sweaters-into-its-biggest-customer-acquisition-tool/?utm_campaign=glossydis&utm_medium=rss&utm_source=general-rss,"At a time when the consumer market is anything but certain, a consistently selling product that keeps customers coming back is every fashion brand’s dream. Mack Weldon, the men’s comfort apparel brand, has spent the last decade cultivating just that in its popular Ace Collection line, and it’s paying off now.","['Fashion', 'Glossy+', 'plus']",2025-08-21T04:05:00
Glossy,"The secret to a successful pop-up event with 3 industry leaders, plus news",https://www.glossy.co/podcasts/the-secret-to-a-successful-pop-up-event-with-3-industry-leaders-plus-news/?utm_campaign=glossydis&utm_medium=rss&utm_source=general-rss,"What makes a pop-up shop or experiential event successful today? In today’s roundtable episode, Glossy is joined by Patrick Ta Beauty svp of marketing Jacquelin Barrett, Matte Projects president Neda Whitney, and Michelle Lee, chief brand officer at Front Row Group and fractional CMO of Landing International, to find out.","['Beauty', 'Podcasts', 'TeoxanePC25']",2025-08-21T04:03:00
Glossy,"TJX to open 1,800 new stores as off-price thrives amid tariff pressures",https://www.glossy.co/beauty/tjx-to-open-1800-new-stores-as-off-price-thrives-amid-tariff-pressures/?utm_campaign=glossydis&utm_medium=rss&utm_source=general-rss,"TJX, parent company to off-price leaders TJ Maxx and Marshall’s, reported 4% comparable sales growth for its Q2 2026 and announced plans to open 1,800 new stores during Wednesday’s earnings call. The retailer currently has around 5,000 locations across nine countries.","['Beauty', 'Fashion', 'Wellness']",2025-08-21T04:01:00
Glossy,Exclusive: Can bridal take off in resale?,https://www.glossy.co/fashion/exclusive-can-bridal-take-off-in-resale/?utm_campaign=glossydis&utm_medium=rss&utm_source=general-rss,"As U.S. brides embrace secondhand wedding gowns, A&#38;Bé and Anna Bé are meeting demand with a new resale platform, Onceloved. The move reflects a growing trend of circular fashion in bridal.",['Fashion'],2025-08-21T04:00:00
Glossy,"Luxury Briefing: Bag first, charm later — Coach’s formula for repeat Gen-Z luxury spending",https://www.glossy.co/fashion/luxury/luxury-briefing-bag-first-charm-later-coachs-formula-for-repeat-gen-z-luxury-spending/?utm_campaign=glossydis&utm_medium=rss&utm_source=general-rss,"In this week's luxury briefing, a look at how Coach is gaming the ""charm economy."" Plus, Prada is the most impersonated brand online, and Arc'teryx is betting on luxury retail amid slowed growth. And the latest Glossy podcast features a sneaker roundtable with executives from Culture Media and StockX.","['Fashion', 'Luxury', 'Glossy+', 'plus']",2025-08-20T04:02:00
Glossy,"Brands sound off on when to run a Black Friday sale and how to stand out, at Modern Retail’s Holiday Strategies Town Hall",https://www.glossy.co/fashion/brands-sound-off-on-when-to-run-a-black-friday-sale-and-how-to-stand-out-at-modern-retails-holiday-strategies-town-hall/?utm_campaign=glossydis&utm_medium=rss&utm_source=general-rss,"On Tuesday afternoon, Glossy and Modern Retail reporters and editors gathered with Glossy+ and Modern Retail+  subscribers to discuss what’s top of mind for people in the industry as they are preparing for the holidays. Here's a recap of the conversation.","['Fashion', 'Glossy+', 'plus']",2025-08-20T04:01:00
Glossy,Esquire’s Michael Sebastian on the workday of a magazine editor in the age of TikTok and AI,https://www.glossy.co/fashion/esquires-michael-sebastian-on-the-workday-of-a-magazine-editor-in-the-age-of-tiktok-and-ai/?utm_campaign=glossydis&utm_medium=rss&utm_source=general-rss,The editor in chief of Esquire represents something of a paradox: a digital native who came up through the ranks of online journalism.,['Fashion'],2025-08-20T04:00:00
Glossy,"Beauty & Wellness Briefing: Is this the end of foam sunscreen? —plus, industry news",https://www.glossy.co/beauty/is-this-the-end-of-foam-sunscreen-plus-industry-news/?utm_campaign=glossydis&utm_medium=rss&utm_source=general-rss,"This week, I checked in with formulation and packaging experts to break down the FDA letters sent to sunscreen brands like Vacation and Supergoop warning that their whipped and foam sunscreens are not in compliance with federal law. The brands have 15 days to respond, which is likely to include a recall of products from Sephora, Ulta Beauty, Target, CVS, Revolve and Nordstrom shelves. Additionally, Sephora bets on another artist-founded color cosmetics line, P&#38;G Beauty gets a new CEO, and OneSkin takes on $20 million in funding as biotech-powered beauty heats up.","['Beauty', 'Glossy+', 'plus']",2025-08-19T04:02:00
Glossy,Blake Lively announced as Glossy Pop NYC speaker,https://www.glossy.co/beauty/blake-lively-announced-as-glossy-pop-nyc-speaker/?utm_campaign=glossydis&utm_medium=rss&utm_source=general-rss,We’re excited to have Lively speak about the evolution of Blake Brown at Glossy Pop NYC on September 5.,"['Announcement', 'Beauty']",2025-08-19T04:00:00
Glossy,"From tennis to baseball to the NFL, jewelry brands are embracing sports for viral growth",https://www.glossy.co/fashion/from-tennis-to-baseball-to-the-nfl-jewelry-brands-are-embracing-sports-for-viral-growth/?utm_campaign=glossydis&utm_medium=rss&utm_source=general-rss,"While the rest of fashion has been crossing over with sports for years, jewelry is newer to the arena. The contrast between the intensity and performance of sports and the luxuriousness of fine jewelry makes for an odd pairing. But as the line between sports and the rest of culture increasingly blurs, jewelry brands are finding the massive audience of sports and NIL athletes too tempting to ignore.",['Fashion'],2025-08-18T04:00:00
Glossy,Where did Target and Ulta Beauty’s shop-in-shop partnership go wrong?,https://www.glossy.co/beauty/where-did-target-and-ulta-beautys-shop-in-shop-partnership-go-wrong/?utm_campaign=glossydis&utm_medium=rss&utm_source=general-rss,"On Thursday, Target and Ulta Beauty announced an end date to the shop-in-shop partnership that kicked off in 2021. Glossy spoke to experts about the potential, execution and tumble of the brick-and-mortar experiment and what it means for beauty retail.","['Beauty', 'Wellness']",2025-08-15T20:22:04
Glossy,Glossy Pop Newsletter: Glow Recipe leans into ‘leak’ marketing for its new launch,https://www.glossy.co/beauty/glossy-pop-newsletter-glow-recipe-leans-into-leak-marketing-with-its-new-launch/?utm_campaign=glossydis&utm_medium=rss&utm_source=general-rss,"Early last year, Glow Recipe's as-yet-unreleased bronzing drops went viral when creator Aysha Harun posted them with the clickbait-y hook, ""Did I accidentally get sent an unreleased Glow Recipe product?!?"" Since then, leaks in beauty have become somewhat of a thing.","['Beauty', 'Pop']",2025-08-15T04:05:00
Glossy,Coach CEO Todd Kahn on navigating tariffs and the sudden end of de minimis,https://www.glossy.co/fashion/coach-ceo-todd-kahn-on-navigating-tariffs-and-the-sudden-end-of-de-minimis/?utm_campaign=glossydis&utm_medium=rss&utm_source=general-rss,Coach CEO Todd Kahn explains how the brand will address a $160 million tariff impact from the sudden August 2025 end of the United States de minimis rule while sustaining growth after a record fourth quarter.,['Fashion'],2025-08-15T04:04:00
Glossy,"With a restock, Westman Atelier’s bronzing drops hope to get their moment in the sun",https://www.glossy.co/beauty/with-a-restock-westman-ateliers-bronzing-drops-hope-to-get-their-moment-in-the-sun/?utm_campaign=glossydis&utm_medium=rss&utm_source=general-rss,"While selling out makes good headlines, it also means leaving sales on the table. But since bringing its Bronzing Drops back in stock in July, Westman Atelier is making use of the summer to put renewed focus on the launch.",['Beauty'],2025-08-15T04:03:00
Glossy,"Glossy Podcast: Tariff update, HanesBrands acquired, Willy Chavarria apologizes — and a roundtable conversation on the state of sneakers",https://www.glossy.co/podcasts/glossy-podcast-tariff-update-hanesbrands-acquired-willy-chavarria-apologizes-and-a-roundtable-conversation-on-the-state-of-sneakers/?utm_campaign=glossydis&utm_medium=rss&utm_source=general-rss,"In this week's episode, we host a roundtable discussion on the state of the sneaker market.","['Fashion', 'Podcasts']",2025-08-15T04:01:00
Glossy,How brands like Nuuly and JanSport are targeting Gen Z for back-to-school,https://www.glossy.co/fashion/how-brands-like-nuuly-and-jansport-are-targeting-gen-z-for-back-to-school/?utm_campaign=glossydis&utm_medium=rss&utm_source=general-rss,"With consumer spending confidence doubtful, the pressure on marketers to make the most out of the back-to-school season is even higher than usual.",['Fashion'],2025-08-15T04:00:00
Glossy,Fashion Briefing: How fashion brands are optimizing their AI search result performance,https://www.glossy.co/fashion/fashion-briefing-how-fashion-brands-are-optimizing-their-ai-search-results-performance/?utm_campaign=glossydis&utm_medium=rss&utm_source=general-rss,"Over the last few weeks, Glossy spoke with several brand workers about how they’re approaching optimizing search for AI models and where they’re finding good information. The field is still very new, so many said they are still figuring out their strategies, but a few common themes stood out.","['Fashion', 'Glossy+', 'plus']",2025-08-14T04:04:00
Glossy,The ‘hair longevity’ trend is set to drive sales and innovation this year,https://www.glossy.co/beauty/the-hair-longevity-trend-is-set-to-drive-sales-and-innovation-through-2h/?utm_campaign=glossydis&utm_medium=rss&utm_source=general-rss,"What comes after the ""skinification of haircare""? Glossy spoke to experts to better understand the hair longevity movement — which includes peptides, niacinamide, hyaluronic acid, collagen, probiotics and stem cells packed into clinical hair care — as well as the rapid expansion of the mass bond repair and scalp categories.","['Beauty', 'Wellness']",2025-08-14T04:04:00
Glossy,"Plastic surgeon Dr. Thomas Sterry on Kylie Jenner’s boob job, the viral Guadalajara Facelift and plastic surgery’s image shift",https://www.glossy.co/beauty/plastic-surgeon-dr-thomas-sterry-on-kylie-jenners-boob-job-the-viral-guadalajara-facelift-and-plastic-surgerys-image-shift/?utm_campaign=glossydis&utm_medium=rss&utm_source=general-rss,It's been a big couple of months for plastic surgery in the spotlight. The general public has always known that celebrities get plastic surgery — but 2025 has seemed to open a chamber of secrets when it comes to just what they're doing and who they're trusting to make these alterations to their bodies.,"['Beauty', 'Podcasts']",2025-08-14T04:00:00
Beauty Independent,"Indie Beauty Dish: Brand Openings And Closures, Executive Moves And More From Summer 2025",https://www.beautyindependent.com/indie-beauty-dish-brand-openings-closures-executive-moves-summer-2025/,"Ginny Wright has joined Orveon Global as CEO. She was previously CEO of Audemars Piguet Americas and president of Kiehl’s Since 1851. Orveon owns Buxom, Laura Mercier and Bare Minerals. She succeeds Neela Montgomery, who became CEO of the company last year after a stint as president and EVP at CVS. ... The post Indie Beauty Dish: Brand Openings And Closures, Executive Moves And More From Summer 2025 appeared first on Beauty Independent .","['Brand Report', 'brand closures', 'CEO', 'closures', 'Dhaval Bhanusali', 'Elm Biosciences', 'Estée Lauder', 'executives', 'funding', 'indie beauty', 'indie beauty brands', 'Mario Badescu', 'Martha Stewart', 'New Incubation Ventures', 'opening', 'Orveon']",2025-08-20T22:50:47
Beauty Independent,"On Track To Hit Seven Figures, Curly Hair Brand Ocoa Enters Ulta Beauty",https://www.beautyindependent.com/on-track-to-hit-seven-figures-curly-hair-brand-ocoa-enters-ulta-beauty/,"Curly hair brand Ocoa is making history as it becomes the first Dominican American-owned hair care brand to enter Ulta Beauty. It will launch on Ulta’s website and in 464 doors beginning August 24, and expand into an additional 101 stores toward the end of September where it will be featured on Ulta ... The post On Track To Hit Seven Figures, Curly Hair Brand Ocoa Enters Ulta Beauty appeared first on Beauty Independent .","['Brand Report', 'beauty brands', 'beauty entrepreneurs', 'beauty retail', 'haircare', 'multicultural hair', 'ocoa beauty', 'sparked program', 'Ulta Beauty']",2025-08-20T19:55:48
Beauty Independent,Skinflection Point: Cosmetic Chemists Push Back on Dermatologists-Turned-Influencers,https://www.beautyindependent.com/skinflection-point-cosmetic-chemists-push-back-on-dermatologists-turned-influencers/,"In today’s hyper-digital beauty landscape, science and storytelling have collided, providing compelling content but leaving consumers confused on skincare facts. A growing wave of cosmetic chemists are pushing back against a select group of highly visible dermatologists dominating TikTok and Instagram. These so-called “dermfluencers” are seen as the ultimate skincare authorities—but that status ... The post Skinflection Point: Cosmetic Chemists Push Back on Dermatologists-Turned-Influencers appeared first on Beauty Independent .","['Beneath the Surface', 'beauty tiktok', 'Charles Puza', 'cosmetic chemists', 'dermatologists', 'Esther Olu', 'experiment beauty', 'Lab Muffin Beauty Science', 'Natalia Spierings', 'tiktok']",2025-08-20T01:40:36
Beauty Independent,How Buzzy DTC Fashion Brand Quince Plans To Grow Its Beauty Category,https://www.beautyindependent.com/how-buzzy-dtc-fashion-brand-quince-plans-to-grow-its-beauty-category/,"After gaining notoriety on Instagram and TikTok for its high-quality/low-price business model, direct-to-consumer fashion brand Quince now has its sights set on conquering beauty. The company is looking to add new beauty products and brands every three or four weeks to The Beauty Atelier by Quince, the third-party marketplace it launched ... The post How Buzzy DTC Fashion Brand Quince Plans To Grow Its Beauty Category appeared first on Beauty Independent .","['Full Disclosure', '111 Skin and Irene Forte', 'Augustinus Bader', 'beauty marketplace', 'beauty retail', 'DTC', 'e-commerce', 'fashion retailer', 'Le Prunier', 'Quince', 'retail', 'True Botanicals']",2025-08-19T22:44:10
Beauty Independent,"Beauty Brand Frilliance By Fiona Frills Climbs 38,000% On TikTok And Plots App Launch",https://www.beautyindependent.com/beauty-brand-frilliance-by-fiona-frills-climbs-38000-on-tiktok-and-plots-app-launch/,"Frilliance by Fiona Frills has been on the market since 2017, when influencer Fiona Frills launched the makeup and skincare brand at just 13 years old. Now, the brand is experiencing a fresh wave of momentum. As reported by the publication Women’s Wear Daily , it recently topped search insights firm Spate’s list ... The post Beauty Brand Frilliance By Fiona Frills Climbs 38,000% On TikTok And Plots App Launch appeared first on Beauty Independent .","['Brand Report', 'fiona frills', 'frilliance', 'frilliance by fiona frills', 'glow house', 'influencers', 'the glow house']",2025-08-18T23:47:56
Beauty Independent,Beauty Independent To Launch Tech*AI Summit To Demystify Artificial Intelligence For Beauty Brands,https://www.beautyindependent.com/beauty-independent-to-launch-techai-summit-to-demystify-artificial-intelligence-for-beauty-brands/,"When it comes to artificial intelligence, beauty brands are caught in a paradox. Nearly everyone’s intrigued—talking up predictive analytics, personalized product recommendations or AI-driven formulation—but few have moved beyond pilot projects. The gap between ambition and execution is wide, and according to Beauty Independent founder and publisher Nader Naeymi-Rad, ... The post Beauty Independent To Launch Tech*AI Summit To Demystify Artificial Intelligence For Beauty Brands appeared first on Beauty Independent .","['Brand Report', 'AI', 'Beauty Independent Event', 'Nader Naeymi-Rad', 'tech']",2025-08-18T11:00:02
